Car_name,Model_year,Present_price,Cost_price,Reselling_price,Km_driven,Fuel,Seller,transmission,owner,Seats,Location,Mileage,Engine,Power
Toyota Fortuner 4x2 AT,2017,25.39,24.99,25.14,47162,Diesel,Trustmark Dealer,Automatic,First Owner,5,Kochi,18.6 kmpl,1197 CC,81.83 bhp
Maruti S-Cross Zeta DDiS 200 SH,2015,13.46,13.06,13.21,45974,Diesel,Trustmark Dealer,Manual,First Owner,5,Chennai,17.05 kmpl,1995 CC,184 bhp
Hyundai i10 Magna,2012,13.46,13.06,13.21,49824,Petrol,Dealer,Manual,First Owner,5,Mumbai,15.06 kmpl,1995 CC,177 bhp
Audi A6 2.0 TDI Premium Plus,2013,23.73,23.33,23.48,58500,Diesel,Dealer,Automatic,First Owner,7,Mumbai,12.55 kmpl,2982 CC,168.5 bhp
Hyundai Santro GS,2005,92.6,92.2,92.35,56580,Petrol,Dealer,Manual,First Owner,7,Kochi,11.33 kmpl,4134 CC,335.2 bhp
Skoda Laura Ambiente 2.0 TDI CR MT,2012,13.74,13.34,13.49,52000,Diesel,Dealer,Manual,First Owner,7,Kolkata,20.77 kmpl,1248 CC,88.76 bhp
Hyundai Verna 1.6 VTVT SX,2015,6.05,5.65,5.8,55340,Petrol,Trustmark Dealer,Manual,First Owner,5,Bangalore,18.5 kmpl,1197 CC,80 bhp
Maruti Swift Dzire VDI,2017,6.76,6.36,6.51,46507,Diesel,Trustmark Dealer,Manual,First Owner,5,Bangalore,10.13 kmpl,3498 CC,364.9 bhp
Renault Duster 85PS Diesel RxL,2013,18.61,18.21,18.36,1000,Diesel,Dealer,Manual,Second Owner,5,Ahmedabad,20.45 kmpl,1461 CC,83.8 bhp
Mercedes-Benz C-Class Progressive C 220d,2018,16.09,15.69,15.84,10000,Diesel,Dealer,Automatic,First Owner,7,Hyderabad,17.21 kmpl,1493 CC,100 bhp
Audi A4 3.0 TDI Quattro,2013,13.7,13.3,13.45,86000,Diesel,Dealer,Automatic,First Owner,7,Delhi,12.55 kmpl,2982 CC,168.5 bhp
BMW X5 xDrive 30d xLine,2019,30.61,30.21,30.36,30000,Diesel,Dealer,Automatic,First Owner,7,Mumbai,15.97 kmpl,2993 CC,258 bhp
Hyundai Creta 1.6 CRDi SX,2016,22.78,22.38,22.53,52600,Diesel,Individual,Manual,First Owner,5,Hyderabad,19.3 kmpl,1248 CC,73.9 bhp
Maruti SX4 Vxi BSIV,2012,18.61,18.21,18.36,110000,Petrol,Individual,Manual,Second Owner,5,Kochi,25.2 kmpl,1248 CC,74 bhp
Hyundai Grand i10 1.2 Kappa Magna AT,2017,25.39,24.99,25.14,19890,Petrol,Dealer,Automatic,First Owner,5,Kochi,13.53 kmpl,1984 CC,177.01 bhp
Maruti Swift ZXI BSIV,2016,18.64,18.24,18.39,7104,Petrol,Trustmark Dealer,Manual,First Owner,6,Mumbai,10.5 kmpl,2835 CC,107.2 bhp
Maruti Ertiga VXI,2015,18.61,18.21,18.36,11918,Petrol,Trustmark Dealer,Manual,First Owner,5,Delhi,16.36 kmpl,2179 CC,187.7 bhp
Hyundai Grand i10 Magna AT,2017,20.45,20.05,20.2,10510,Petrol,Dealer,Automatic,First Owner,7,Coimbatore,11.36 kmpl,2755 CC,171.5 bhp
Chevrolet Beat LT Option,2016,1.9,1.5,1.65,41000,Petrol,Dealer,Manual,First Owner,5,Mumbai,19.3 kmpl,1968 CC,141 bhp
Toyota Fortuner 4x2 AT,2017,1.82,1.42,1.57,47162,Diesel,Trustmark Dealer,Automatic,First Owner,5,Bangalore,14.28 kmpl,1798 CC,138.03 bhp
Maruti S-Cross Zeta DDiS 200 SH,2015,1.78,1.38,1.53,45974,Diesel,Trustmark Dealer,Manual,First Owner,8,Pune,19.7 kmpl,796 CC,35 bhp
Hyundai i10 Magna,2012,1.6,1.2,1.35,49824,Petrol,Dealer,Manual,First Owner,5,Mumbai,17.9 kmpl,2143 CC,170 bhp
Audi A6 2.0 TDI Premium Plus,2013,1.47,1.07,1.22,58500,Diesel,Dealer,Automatic,First Owner,5,Mumbai,21.5 kmpl,1498 CC,108.5 bhp
Hyundai Santro GS,2005,2.37,1.97,2.12,56580,Petrol,Dealer,Manual,First Owner,7,Ahmedabad,16.0 kmpl,2179 CC,140 bhp
Skoda Laura Ambiente 2.0 TDI CR MT,2012,3.45,3.05,3.2,52000,Diesel,Dealer,Manual,First Owner,5,Hyderabad,20.45 kmpl,1461 CC,83.8 bhp
Hyundai Verna 1.6 VTVT SX,2015,1.5,1.1,1.25,55340,Petrol,Trustmark Dealer,Manual,First Owner,5,Jaipur,22.32 kmpl,1582 CC,126.32 bhp
Maruti Swift Dzire VDI,2017,1.5,1.1,1.25,46507,Diesel,Trustmark Dealer,Manual,First Owner,5,Coimbatore,14.69 kmpl,2993 CC,258 bhp
Renault Duster 85PS Diesel RxL,2013,1.47,1.07,1.22,1000,Diesel,Dealer,Manual,Second Owner,7,Bangalore,15.4 kmpl,2179 CC,120 bhp
Mercedes-Benz C-Class Progressive C 220d,2018,1.78,1.38,1.53,10000,Diesel,Dealer,Automatic,First Owner,5,Coimbatore,23.9 kmpl,1582 CC,126.2 bhp
Audi A4 3.0 TDI Quattro,2013,1.5,1.1,1.25,86000,Diesel,Dealer,Automatic,First Owner,7,Pune,12.07 kmpl,2967 CC,241.4 bhp
BMW X5 xDrive 30d xLine,2019,2.4,2,2.15,30000,Diesel,Dealer,Automatic,First Owner,5,Coimbatore,14.7 kmpl,1150 CC,76 bhp
Hyundai Creta 1.6 CRDi SX,2016,1.4,1,1.15,52600,Diesel,Individual,Manual,First Owner,7,Kolkata,13.6 kmpl,2523 CC,63 bhp
Maruti SX4 Vxi BSIV,2012,1.47,1.07,1.22,110000,Petrol,Individual,Manual,Second Owner,5,Mumbai,19.1 kmpl,1197 CC,82 bhp
Hyundai Grand i10 1.2 Kappa Magna AT,2017,1.47,1.07,1.22,19890,Petrol,Dealer,Automatic,First Owner,8,Hyderabad,13.68 kmpl,2393 CC,147.8 bhp
Maruti Swift ZXI BSIV,2016,1.47,1.07,1.22,7104,Petrol,Trustmark Dealer,Manual,First Owner,5,Hyderabad,21.1 kmpl,814 CC,55.2 bhp
Maruti Ertiga VXI,2015,1.9,1.5,1.65,11918,Petrol,Trustmark Dealer,Manual,First Owner,5,Delhi,22.07 kmpl,1199 CC,73.9 bhp
Hyundai Grand i10 Magna AT,2017,1.47,1.07,1.22,10510,Petrol,Dealer,Automatic,First Owner,5,Pune,24.3 kmpl,1248 CC,88.5 bhp
Chevrolet Beat LT Option,2016,1.9,1.5,1.65,41000,Petrol,Dealer,Manual,First Owner,5,Mumbai,18.88 kmpl,1995 CC,184 bhp
Toyota Fortuner 4x2 AT,2017,1.26,0.86,1.01,47162,Diesel,Trustmark Dealer,Automatic,First Owner,5,Coimbatore,21.1 kmpl,814 CC,55.2 bhp
Maruti S-Cross Zeta DDiS 200 SH,2015,1.5,1.1,1.25,45974,Diesel,Trustmark Dealer,Manual,First Owner,5,Mumbai,17.0 kmpl,1497 CC,118 bhp
Hyundai i10 Magna,2012,1.17,0.77,0.92,49824,Petrol,Dealer,Manual,First Owner,5,Kochi,12.8 kmpl,2354 CC,177.6 bhp
Audi A6 2.0 TDI Premium Plus,2013,1.47,1.07,1.22,58500,Diesel,Dealer,Automatic,First Owner,8,Hyderabad,14.0 kmpl,2498 CC,112 bhp
Hyundai Santro GS,2005,1.75,1.35,1.5,56580,Petrol,Dealer,Manual,First Owner,5,Chennai,13.2 kmpl,1995 CC,170 bhp
Skoda Laura Ambiente 2.0 TDI CR MT,2012,1.75,1.35,1.5,52000,Diesel,Dealer,Manual,First Owner,5,Pune,16.8 kmpl,1497 CC,116.3 bhp
Hyundai Verna 1.6 VTVT SX,2015,0.95,0.55,0.7,55340,Petrol,Trustmark Dealer,Manual,First Owner,7,Kochi,16.0 kmpl,2179 CC,140 bhp
Maruti Swift Dzire VDI,2017,0.8,0.4,0.55,46507,Diesel,Trustmark Dealer,Manual,First Owner,5,Delhi,21.27 kmpl,1396 CC,88.76 bhp
Hyundai i20 Sportz 1.2,2013,0.87,0.47,0.62,50000,Petrol,Individual,Manual,Second Owner,7,Hyderabad,13.0 kmpl,2982 CC,168.5 bhp
Maruti Alto 800 LXI,2014,0.84,0.44,0.59,30000,Petrol,Individual,Manual,First Owner,8,Chennai,13.6 kmpl,2523 CC,63 bhp
Hyundai i20 Sportz 1.2,2013,0.87,0.47,0.62,50000,Petrol,Individual,Manual,Second Owner,5,Chennai,15.9 kmpl,1298 CC,85 bhp
Maruti Gypsy E MG410W ST,1995,0.82,0.42,0.57,100000,Petrol,Individual,Manual,Second Owner,5,Chennai,0.0 kmpl,1086 CC,null bhp
Mahindra Scorpio 1.99 S6 Plus,2016,0.95,0.55,0.7,35000,Diesel,Individual,Manual,First Owner,5,Mumbai,20.7 kmpl,1496 CC,113.98 bhp
Chevrolet Beat LT,2012,0.95,0.55,0.7,90000,Petrol,Individual,Manual,Second Owner,5,Hyderabad,15.73 kmpl,1968 CC,174.33 bhp
Maruti Omni E MPI STD BS IV,2014,0.81,0.41,0.56,11451,Petrol,Individual,Manual,First Owner,5,Delhi,17.0 kmpl,1197 CC,80 bhp
Tata Nexon 1.5 Revotorq XZ,2019,0.74,0.34,0.49,60000,Diesel,Individual,Manual,First Owner,7,Jaipur,14.1 kmpl,2179 CC,154 bhp
Mahindra Verito 1.5 D4 BSIV,2012,1.2,0.8,0.95,172000,Diesel,Individual,Manual,Second Owner,7,Kochi,21.9 kmpl,1498 CC,98.6 bhp
Maruti Swift VDI,2018,0.787,0.39,0.54,60000,Diesel,Individual,Manual,First Owner,5,Kolkata,19.33 kmpl,1968 CC,138.03 bhp
Chevrolet Tavera LS B3 7 Seats BSII,2005,0.87,0.47,0.62,150000,Diesel,Individual,Manual,First Owner,5,Jaipur,19.1 kmpl,1197 CC,81.86 bhp
Chevrolet Optra Magnum 2.0 LS,2009,0.95,0.55,0.7,66000,Diesel,Individual,Manual,First Owner,5,Mumbai,20.89 kmpl,1197 CC,81.80 bhp
Maruti Eeco 5 Seater Standard BSIV,2019,1.2,0.8,0.95,5000,Petrol,Individual,Manual,First Owner,5,Coimbatore,18.12 kmpl,1995 CC,190 bhp
Maruti Swift 1.3 VXi,2006,0.8,0.4,0.55,66508,Petrol,Individual,Manual,Second Owner,5,Hyderabad,13.8 kmpl,1299 CC,70 bhp
Honda Civic 1.8 MT Sport,2007,0.84,0.44,0.59,55000,Petrol,Individual,Manual,Second Owner,5,Kolkata,20.36 kmpl,1197 CC,78.9 bhp
Tata Nano Lx BSIV,2012,0.84,0.44,0.59,29900,Petrol,Individual,Manual,First Owner,5,Coimbatore,22.32 kmpl,1582 CC,126.3 bhp
Tata Hexa XT 4X4,2017,0.99,0.59,0.74,3000,Diesel,Individual,Manual,First Owner,5,Bangalore,16.07 kmpl,1995 CC,181 bhp
Tata Indica Vista Quadrajet VX,2012,0.81,0.41,0.56,85000,Diesel,Individual,Manual,First Owner,5,Delhi,12.3 kmpl,1796 CC,185 bhp
Mahindra Scorpio 2.6 CRDe SLE,2011,0.787,0.39,0.54,50000,Diesel,Individual,Manual,First Owner,5,Kolkata,18.6 kmpl,1199 CC,79.4 bhp
Tata Indica Vista Aqua 1.4 TDI,2010,0.84,0.44,0.59,120000,Diesel,Individual,Manual,Second Owner,5,Jaipur,0.0 kmpl,1086 CC,null bhp
Maruti Zen Estilo LXI BSIII,2008,0.94,0.54,0.69,90000,Petrol,Individual,Manual,Third Owner,5,Jaipur,13.5 kmpl,1405 CC,null bhp
Maruti Swift Dzire AMT ZXI Plus BS IV,2017,0.94,0.54,0.69,8000,Petrol,Individual,Automatic,First Owner,7,Delhi,15.1 kmpl,2179 CC,140 bhp
Honda Amaze S AT i-Vtech,2015,0.826,0.43,0.58,7900,Petrol,Individual,Automatic,First Owner,5,Jaipur,28.09 kmpl,1248 CC,88.5 bhp
Datsun RediGO T Option,2017,0.55,0.15,0.3,50000,Petrol,Individual,Manual,First Owner,5,Coimbatore,19.71 kmpl,2143 CC,201.15 bhp
Maruti Alto K10 VXI,2016,0.99,0.59,0.74,25000,Petrol,Individual,Manual,First Owner,5,Chennai,16.4 kmpl,1497 CC,78 bhp
Maruti Alto LXi,2009,0.99,0.59,0.74,20000,Petrol,Individual,Manual,First Owner,7,Jaipur,11.5 kmpl,2982 CC,169 bhp
Maruti Swift VXI,2018,0.88,0.48,0.63,17500,Petrol,Individual,Manual,First Owner,5,Bangalore,24.07 kmpl,998 CC,67.1 bhp
Mahindra Renault Logan 1.4 GLX Petrol,2008,0.51,0.11,0.26,25000,Petrol,Individual,Manual,First Owner,5,Mumbai,9.43 kmpl,1999 CC,237.4 bhp
Tata Safari Storme VX,2013,0.52,0.12,0.27,206500,Diesel,Individual,Manual,First Owner,5,Chennai,21.9 kmpl,1396 CC,90 bhp
Hyundai i10 Magna LPG,2013,0.84,0.44,0.59,88600,LPG,Individual,Manual,First Owner,7,Mumbai,16.0 kmpl,1497 CC,117.3 bhp
Tata Venture EX,2012,0.54,0.14,0.29,80000,Diesel,Individual,Manual,First Owner,5,Chennai,13.4 kmpl,1794 CC,125 bhp
Chevrolet Captiva LT,2008,0.51,0.11,0.26,100000,Diesel,Individual,Manual,Fourth & Above Owner,5,Coimbatore,17.68 kmpl,1968 CC,174.33 bhp
Ford Fiesta Classic 1.4 Duratorq CLXI,2011,0.95,0.55,0.7,186000,Diesel,Individual,Manual,Second Owner,7,Mumbai,12.99 kmpl,2494 CC,100.6 bhp
Chevrolet Aveo U-VA 1.2 LS,2010,0.826,0.43,0.58,60000,Petrol,Individual,Manual,First Owner,5,Jaipur,24.0 kmpl,1120 CC,70 bhp
Maruti Ciaz Zeta BSIV,2019,0.99,0.59,0.74,11000,Petrol,Individual,Manual,First Owner,5,Mumbai,14.8 kmpl,1598 CC,105 bhp
Tata Hexa XM,2017,0.95,0.55,0.7,30000,Diesel,Individual,Manual,First Owner,7,Delhi,12.8 kmpl,2494 CC,102 bhp
Hyundai Santro Xing GL PLUS CNG,2007,0.54,0.14,0.29,80000,CNG,Individual,Manual,Third Owner,5,Jaipur,16.8 kmpl,1493 CC,110 bhp
Hyundai Santro GLS I - Euro I,2001,0.54,0.14,0.29,60000,Petrol,Individual,Manual,Third Owner,5,Pune,23.2 kmpl,1248 CC,73.94 bhp
Hyundai Verna CRDi,2007,0.55,0.15,0.3,100000,Diesel,Individual,Manual,Fourth & Above Owner,7,Pune,12.07 kmpl,2967 CC,241.4 bhp
Mahindra Thar CRDe ABS,2019,0.81,0.41,0.56,15000,Diesel,Individual,Manual,First Owner,5,Pune,18.6 kmpl,1197 CC,81.83 bhp
Maruti Alto K10 2010-2014 VXI,2011,0.73,0.33,0.48,90000,Petrol,Individual,Manual,First Owner,5,Coimbatore,24.3 kmpl,1248 CC,88.5 bhp
Maruti 800 AC,2012,0.54,0.14,0.29,120000,Petrol,Individual,Manual,First Owner,5,Pune,17.4 kmpl,1497 CC,117.3 bhp
Hyundai Verna 1.6 SX,2013,0.83,0.43,0.58,100000,Diesel,Individual,Manual,Second Owner,5,Pune,20.73 kmpl,1373 CC,91.1 bhp
Toyota Innova 2.5 V Diesel 8-seater,2009,0.55,0.15,0.3,138000,Diesel,Individual,Manual,Third Owner,5,Kochi,17.5 kmpl,1498 CC,99.6 bhp
Hyundai Verna CRDi,2008,0.64,0.24,0.39,110000,Diesel,Individual,Manual,Second Owner,5,Hyderabad,22.07 kmpl,1199 CC,73.9 bhp
Maruti Alto K10 LXI,2015,0.51,0.11,0.26,120000,Petrol,Individual,Manual,Fourth & Above Owner,7,Hyderabad,20.77 kmpl,1248 CC,88.8 bhp
Honda City 1.5 V AT,2011,0.72,0.32,0.47,70000,Petrol,Individual,Automatic,Second Owner,5,Jaipur,26.59 kmpl,1248 CC,74 bhp
Maruti Alto 800 VXI,2015,0.787,0.39,0.54,70000,Petrol,Individual,Manual,First Owner,5,Bangalore,14.84 kmpl,2143 CC,170 bhp
Mahindra Bolero SLX,2011,1.05,0.65,0.8,140000,Diesel,Individual,Manual,First Owner,5,Mumbai,19.4 kmpl,1198 CC,86.8 bhp
Maruti Ritz LXI,2009,0.57,0.17,0.32,15000,Petrol,Individual,Manual,First Owner,5,Hyderabad,16.0 kmpl,1086 CC,66.7 bhp
Honda Jazz VX,2018,0.52,0.12,0.27,20000,Petrol,Individual,Manual,First Owner,5,Jaipur,22.32 kmpl,1582 CC,126.32 bhp
Mahindra Scorpio SLE BSIII,2009,1.05,0.65,0.8,100000,Diesel,Individual,Manual,First Owner,5,Kochi,28.09 kmpl,1248 CC,88.5 bhp
Skoda Rapid 1.6 MPI AT Elegance Plus,2015,0.51,0.11,0.26,70000,Petrol,Individual,Automatic,First Owner,5,Pune,13.8 kmpl,1299 CC,70 bhp
Maruti Alto 800 VXI,2018,0.48,0.08,0.23,5000,Petrol,Individual,Manual,First Owner,5,Pune,16.2 kmpl,1199 CC,74 bhp
Tata Nano LX,2013,0.58,0.18,0.33,27974,Petrol,Individual,Manual,First Owner,5,Chennai,18.7 kmpl,1199 CC,88.7 bhp
Maruti Alto 800 VXI,2018,0.47,0.07,0.22,40000,Petrol,Individual,Manual,First Owner,5,Bangalore,25.8 kmpl,1498 CC,98.6 bhp
Maruti Zen Estilo 1.1 VXI BSIII,2007,0.75,0.35,0.5,80000,Petrol,Individual,Manual,First Owner,5,Hyderabad,22.54 kmpl,1396 CC,88.73 bhp
Maruti Wagon R LX Minor,2013,0.58,0.18,0.33,38000,Petrol,Individual,Manual,First Owner,5,Hyderabad,21.1 kmpl,1248 CC,73.9 bhp
Maruti Wagon R LX Minor,2013,0.52,0.12,0.27,38000,Petrol,Individual,Manual,First Owner,5,Chennai,16.8 kmpl,1497 CC,116.3 bhp
Tata Zest Revotron 1.2 XT,2014,0.51,0.11,0.26,35000,Petrol,Individual,Manual,First Owner,5,Hyderabad,13.14 kmpl,1798 CC,160 bhp
Hyundai Verna 1.6 SX CRDi (O),2012,0.57,0.17,0.32,60000,Diesel,Individual,Manual,Second Owner,5,Pune,24.3 kmpl,1248 CC,88.5 bhp
Skoda Octavia Classic 1.9 TDI MT,2004,0.57,0.17,0.32,120000,Diesel,Individual,Manual,Second Owner,5,Bangalore,17.0 kmpl,1197 CC,80 bhp
Maruti Swift AMT VXI,2018,0.75,0.35,0.5,18000,Petrol,Individual,Automatic,First Owner,5,Hyderabad,24.07 kmpl,998 CC,67.1 bhp
Honda Amaze SX i-VTEC,2016,0.57,0.17,0.32,10000,Petrol,Individual,Manual,First Owner,5,Kochi,21.1 kmpl,814 CC,55.2 bhp
Mahindra XUV500 W6 2WD,2015,0.75,0.35,0.5,90000,Diesel,Individual,Manual,Third Owner,5,Mumbai,20.36 kmpl,1197 CC,78.9 bhp
Toyota Etios GD,2016,0.65,0.25,0.4,80000,Diesel,Individual,Manual,Second Owner,2,Coimbatore,18.1 kmpl,3498 CC,306 bhp
Hyundai Grand i10 Nios Magna CRDi,2020,0.787,0.39,0.54,1400,Diesel,Individual,Manual,First Owner,5,Hyderabad,18.53 kmpl,1968 CC,187.74 bhp
Chevrolet Beat LS,2011,0.32,-0.08,0.07,60000,Petrol,Individual,Manual,First Owner,5,Bangalore,22.77 kmpl,1498 CC,98.59 bhp
Maruti Alto LX,2011,0.52,0.12,0.27,60000,Petrol,Individual,Manual,Third Owner,5,Kolkata,14.3 kmpl,1968 CC,140 bhp
Maruti Wagon R LXI Minor,2009,0.51,0.11,0.26,53000,Petrol,Individual,Manual,First Owner,7,Bangalore,13.68 kmpl,2393 CC,147.8 bhp
Volkswagen Jetta 1.9 L TDI,2010,0.57,0.17,0.32,100000,Diesel,Dealer,Manual,First Owner,5,Jaipur,20.0 kmpl,1399 CC,68 bhp
Hyundai Verna 1.6 SX,2012,0.58,0.18,0.33,86000,Diesel,Dealer,Manual,Second Owner,5,Pune,14.49 kmpl,1399 CC,92.7 bhp
Renault Duster 85PS Diesel RxL,2015,0.75,0.35,0.5,100000,Diesel,Individual,Manual,First Owner,5,Coimbatore,18.5 kmpl,1197 CC,85.80 bhp
Hyundai Xcent 1.1 CRDi SX Option,2016,6.79,6.39,6.54,30000,Diesel,Individual,Manual,First Owner,5,Chennai,12.39 kmpl,2179 CC,147.51 bhp
Hyundai i20 1.2 Sportz,2011,5.7,5.3,5.45,120000,Petrol,Individual,Manual,First Owner,5,Coimbatore,18.9 kmpl,1197 CC,82 bhp
Hyundai Santro Xing GL Plus LPG,2011,4.6,4.2,4.35,60000,LPG,Individual,Manual,Second Owner,7,Coimbatore,10.91 kmpl,3198 CC,197.2 bhp
Maruti Ritz LDi,2016,4.43,4.03,4.18,50000,Diesel,Individual,Manual,Second Owner,5,Kochi,12.8 kmpl,1968 CC,167.6 bhp
Chevrolet Cruze LTZ,2010,5.7,5.3,5.45,124000,Diesel,Individual,Manual,Second Owner,5,Kochi,17.01 kmpl,1591 CC,121.3 bhp
Hyundai Accent Executive,2012,7.13,6.73,6.88,100000,Petrol,Individual,Manual,Third Owner,5,Chennai,13.0 kmpl,2143 CC,204 bhp
Hyundai Grand i10 1.2 Kappa Asta,2017,5.7,5.3,5.45,42000,Petrol,Individual,Manual,First Owner,5,Pune,0.0 kmpl,2987 CC,165 bhp
Hyundai Grand i10 CRDi Sportz,2015,8.1,7.7,7.85,100000,Diesel,Individual,Manual,First Owner,5,Pune,17.5 kmpl,1298 CC,85.8 bhp
Honda City i VTEC V,2016,5.7,5.3,5.45,28205,Petrol,Dealer,Manual,First Owner,5,Delhi,13.0 kmpl,1343 CC,90 bhp
Maruti Celerio VXI AT,2017,4.6,4.2,4.35,32670,Petrol,Dealer,Automatic,First Owner,5,Jaipur,20.46 kmpl,1461 CC,83.8 bhp
Hyundai Creta 1.6 CRDi AT SX Plus,2016,14.79,14.39,14.54,30093,Diesel,Dealer,Automatic,First Owner,5,Hyderabad,14.84 kmpl,2143 CC,170 bhp
Maruti Ertiga VXI CNG,2013,13.6,13.2,13.35,56228,CNG,Dealer,Manual,First Owner,5,Hyderabad,15.97 kmpl,2993 CC,258 bhp
Hyundai Verna 1.6 SX VTVT,2013,6.79,6.39,6.54,59319,Petrol,Dealer,Manual,First Owner,5,Kochi,19.1 kmpl,1197 CC,82 bhp
Maruti Vitara Brezza VDi,2016,5.7,5.3,5.45,39503,Diesel,Dealer,Manual,First Owner,5,Hyderabad,22.0 kmpl,1197 CC,81.80 bhp
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013,9.4,9,9.15,35299,Petrol,Dealer,Manual,First Owner,4,Kolkata,16.07 kmpl,1995 CC,181 bhp
Toyota Etios V,2011,4.43,4.03,4.18,51687,Petrol,Dealer,Manual,First Owner,5,Kochi,22.74 kmpl,796 CC,47.3 bhp
Volkswagen Vento Petrol Highline AT,2011,4.43,4.03,4.18,76259,Petrol,Dealer,Automatic,First Owner,5,Bangalore,17.11 kmpl,1968 CC,174.33 bhp
Volkswagen Polo Diesel Highline 1.2L,2013,9.4,9,9.15,44049,Diesel,Dealer,Manual,First Owner,4,Pune,13.6 kmpl,1598 CC,181 bhp
Mahindra KUV 100 mFALCON D75 K8,2017,9.4,9,9.15,45087,Diesel,Dealer,Manual,First Owner,7,Coimbatore,12.07 kmpl,2967 CC,241.4 bhp
Toyota Etios V,2011,4.43,4.03,4.18,41125,Petrol,Dealer,Manual,First Owner,5,Bangalore,25.44 kmpl,936 CC,57.6 bhp
Audi A4 New  2.0 TDI Multitronic,2014,6.79,6.39,6.54,42215,Diesel,Dealer,Automatic,First Owner,5,Kochi,20.51 kmpl,998 CC,67.04 bhp
Volkswagen Polo Petrol Highline 1.2L,2011,7.6,7.2,7.35,54206,Petrol,Dealer,Manual,First Owner,5,Kolkata,19.01 kmpl,1461 CC,108.5 bhp
Skoda Rapid 1.6 MPI Active,2012,9.4,9,9.15,52547,Petrol,Dealer,Manual,First Owner,5,Ahmedabad,18.88 kmpl,1995 CC,184 bhp
Maruti Ertiga ZDI,2014,9.4,9,9.15,59110,Diesel,Dealer,Manual,First Owner,5,Mumbai,20.85 kmpl,1197 CC,83.14 bhp
Maruti Wagon R Stingray LXI,2014,4.6,4.2,4.35,54565,Petrol,Dealer,Manual,First Owner,5,Jaipur,17.72 kmpl,1968 CC,108.5 bhp
Hyundai i20 Asta,2010,5.7,5.3,5.45,47564,Petrol,Dealer,Manual,Second Owner,5,Kochi,15.63 kmpl,1499 CC,110.4 bhp
Volkswagen Polo Petrol Highline 1.2L,2010,4.43,4.03,4.18,45143,Petrol,Dealer,Manual,Second Owner,5,Chennai,18.5 kmpl,1197 CC,80 bhp
Skoda Superb 1.8 TSI,2013,9.4,9,9.15,61624,Petrol,Dealer,Automatic,Second Owner,5,Pune,15.0 kmpl,1248 CC,88.5 bhp
Tata Indigo LS,2007,6.79,6.39,6.54,195000,Diesel,Individual,Manual,Third Owner,5,Pune,16.2 kmpl,1599 CC,103.2 bhp
Hyundai Verna 1.6 SX CRDi (O),2014,9.4,9,9.15,50000,Diesel,Individual,Manual,First Owner,5,Kochi,18.88 kmpl,1995 CC,184 bhp
Land Rover Discovery Sport TD4 HSE 7S,2018,9.4,9,9.15,68000,Diesel,Individual,Automatic,First Owner,5,Kolkata,24.0 kmpl,1186 CC,73.97 bhp
Tata Sumo GX TC 8 Str,2010,14.79,14.39,14.54,120000,Diesel,Individual,Manual,Second Owner,5,Delhi,17.4 kmpl,1496 CC,117.3 bhp
Maruti Swift VXI,2019,5.7,5.3,5.45,20000,Petrol,Individual,Manual,First Owner,5,Chennai,16.1 kmpl,1497 CC,117.3 bhp
Maruti Alto LXi,2010,5.7,5.3,5.45,30000,Petrol,Individual,Manual,First Owner,5,Kolkata,25.2 kmpl,1248 CC,74 bhp
Maruti Swift VDI,2013,9.4,9,9.15,60000,Diesel,Individual,Manual,First Owner,5,Coimbatore,27.39 kmpl,1248 CC,74 bhp
Hyundai i20 Magna,2010,4.43,4.03,4.18,90000,Petrol,Individual,Manual,Third Owner,7,Kochi,14.0 kmpl,2179 CC,138.1 bhp
Maruti Alto LXi,2008,13.6,13.2,13.35,90000,Petrol,Individual,Manual,Second Owner,5,Bangalore,13.2 kmpl,1495 CC,94 bhp
Hyundai Verna CRDi 1.6 SX Option,2019,9.4,9,9.15,25000,Diesel,Individual,Manual,First Owner,5,Hyderabad,25.2 kmpl,1248 CC,74 bhp
Maruti Alto 800 VXI,2017,4.43,4.03,4.18,40000,Petrol,Individual,Manual,First Owner,5,Bangalore,17.8 kmpl,1248 CC,null bhp
Maruti SX4 Vxi BSIV,2012,9.4,9,9.15,110000,Petrol,Individual,Manual,Second Owner,4,Coimbatore,21.9 kmpl,624 CC,37.48 bhp
Maruti Alto 800 LXI,2006,7.13,6.73,6.88,132000,Petrol,Individual,Manual,First Owner,7,Ahmedabad,25.47 kmpl,1248 CC,88.50 bhp
Tata Tiago XZA AMT,2018,7.13,6.73,6.88,10980,Petrol,Dealer,Automatic,First Owner,5,Delhi,23.1 kmpl,998 CC,67.04 bhp
Hyundai EON Era Plus,2018,7.6,7.2,7.35,20629,Petrol,Dealer,Manual,First Owner,5,Delhi,25.2 kmpl,1248 CC,74 bhp
Toyota Innova Crysta 2.4 VX MT BSIV,2018,9.4,9,9.15,50000,Diesel,Individual,Manual,First Owner,5,Kochi,15.04 kmpl,1598 CC,103.6 bhp
Hyundai Grand i10 AT Asta,2015,9.4,9,9.15,30000,Petrol,Individual,Automatic,First Owner,5,Chennai,15.5 kmpl,1896 CC,105 bhp
Maruti Ciaz VXi,2015,6.79,6.39,6.54,69782,Petrol,Dealer,Manual,First Owner,5,Hyderabad,20.7 kmpl,1496 CC,113.98 bhp
